buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,4.382026634673881,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-07 15:02:00-05:00
buggy,clean,clean,clean,1.6094379124341005,2.70805020110221,3.332204510175204,1.5823503434308268,6.532334292222349,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931246990755793,0.0,2018-12-07 15:25:38-05:00
buggy,buggy,buggy,clean,1.6094379124341005,1.9459101490553128,2.19722457733622,1.2611148680789106,5.82600010738045,2.302585092994046,2.3978952727983707,0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,2019-01-07 15:06:15-06:00
buggy,buggy,buggy,buggy,1.3862943611198906,1.791759469228055,1.9459101490553128,1.166640032960654,3.6375861597263857,2.4849066497880004,3.2708355637989115,1,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6930766812934486,1.0986122886681098,2019-01-07 16:20:22-06:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,2.079441541679836,1.2213086767043952,0.6931471805599453,4.736198448394496,3.311585222972468,0,1.0986122886681098,0.0,0.0,1.0986122886681098,1.0448048152538612,0.6931471805599453,2019-01-07 15:16:37-08:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.7290687692976279,4.663439094112067,0.0,0.0,0,0.0,0.0,0.0,1.3862943611198906,1.3444016505884155,0.0,2019-01-08 13:54:26-08:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.8918202981106265,4.189654742026425,4.465908118654584,0,0.6931471805599453,0.0,0.0,1.0986122886681098,1.0952578277689655,0.6931471805599453,2019-01-09 11:56:52-06:00
buggy,buggy,buggy,clean,1.0986122886681098,1.3862943611198906,1.6094379124341005,0.8381914847392437,3.1780538303479458,4.700480365792417,3.6151762583268017,1,0.6931471805599453,0.0,0.0,1.6094379124341005,1.5721812976027203,1.6094379124341005,2019-01-10 10:41:32-08:00
buggy,buggy,buggy,clean,0.6931471805599453,1.791759469228055,1.791759469228055,1.1298369444810454,3.258096538021482,2.19722457733622,2.2407096892759584,0,0.6931471805599453,0.0,0.0,1.3862943611198906,1.3772326947225342,1.6094379124341005,2019-01-12 17:09:28-06:00
buggy,buggy,buggy,clean,0.6931471805599453,1.6094379124341005,1.791759469228055,1.1292366171841208,4.219507705176107,2.19722457733622,1.7578579175523736,0,1.0986122886681098,0.0,0.0,1.6094379124341005,1.6021951603272055,1.791759469228055,2019-01-12 17:09:28-06:00
