buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
clean,clean,clean,clean,1,1,1,0.0,1,1,69.0,0,2,0.0,0,491,348.9936419790702,58,2012-12-23 10:02:13+01:00
clean,clean,clean,clean,1,1,1,0.0,49,0,218.0,0,2,0.0,0,492,349.9882490152219,39,2012-12-23 10:12:54+01:00
clean,clean,clean,clean,1,1,1,0.0,49,0,218.0,0,2,0.0,0,493,350.9828950175996,40,2012-12-23 10:23:28+01:00
clean,clean,clean,clean,0,0,6,0.0,156,29,0.0,0,0,0.0,0,494,351.9777923273948,0,2012-12-23 10:33:30+01:00
buggy,clean,clean,clean,1,1,1,0.0,6,5,1042.0,1,2,0.0,1,495,352.9767203472402,361,2012-12-23 10:35:36+01:00
clean,clean,clean,clean,1,1,1,0.0,6,6,332.0,1,3,0.0,0,496,353.8674516244613,138,2012-12-23 14:08:56+01:00
clean,clean,clean,clean,1,1,1,0.0,6,4,1430.0,1,2,1.0,1,497,354.7456783198863,362,2012-12-23 18:05:58+01:00
clean,clean,clean,clean,1,1,1,0.0,3,8,1863.0,0,2,0.0,1,498,355.7432728961215,363,2012-12-23 18:10:38+01:00
clean,clean,clean,clean,2,2,2,0.8667256130949591,119,297,206.5,0,4,0.0,0,499,356.73359879409213,154,2012-12-23 18:29:20+01:00
clean,clean,clean,clean,1,1,1,0.0,18,7,1432.0,1,2,0.0,1,500,357.73044889461795,364,2012-12-23 18:35:24+01:00
buggy,buggy,buggy,clean,2,2,2,0.8929366662042642,136,303,203.5,0,4,0.0,0,501,358.6429424815763,155,2012-12-23 21:23:22+01:00
clean,clean,clean,clean,1,1,1,0.0,1,1,240.0,1,4,0.0,0,502,359.6265640825376,141,2012-12-23 21:54:42+01:00
clean,clean,clean,clean,1,1,1,0.0,34,18,240.0,0,4,0.0,0,503,360.6070853740202,142,2012-12-23 22:31:50+01:00
clean,clean,clean,clean,0,0,10,0.0,325,646,0.0,1,0,0.0,0,504,361.5713882172501,0,2012-12-23 23:39:39+01:00
clean,clean,clean,clean,0,0,9,0.0,323,644,0.0,1,0,0.0,0,505,362.568042832165,0,2012-12-23 23:45:59+01:00
clean,clean,clean,clean,1,1,2,0.9182958340544896,3,3,168.0,0,3,0.0,0,506,363.5614871912,75,2012-12-23 23:58:21+01:00
clean,clean,clean,clean,1,1,1,0.0,19,14,1858.0,1,2,1.0,1,507,363.9587269112041,365,2012-12-24 18:53:23+01:00
buggy,buggy,buggy,buggy,2,2,2,0.9940302114769564,32,1,43.5,0,3,4.0,1,508,364.911074579422,419,2012-12-24 20:22:58+01:00
buggy,buggy,clean,clean,2,3,4,0.6886297910514878,107,1,495.25,1,3,0.0,2,509,365.5090594344324,420,2012-12-25 08:57:02+01:00
clean,clean,clean,clean,0,0,6,0.0,161,19,0.0,1,0,0.0,0,510,366.4717088699045,0,2012-12-25 10:06:56+01:00
clean,clean,clean,clean,1,1,2,0.9182958340544896,3,3,168.0,0,3,0.0,0,511,367.4687688042199,76,2012-12-25 10:12:25+01:00
clean,clean,clean,clean,0,0,5,0.0,160,18,0.0,1,0,0.0,0,512,368.4600431599995,0,2012-12-25 10:28:38+01:00
clean,clean,clean,clean,1,2,2,0.9182958340544896,2,4,1049.5,0,2,2.0,2,513,368.6328405284805,368,2012-12-26 12:04:19+01:00
clean,clean,clean,clean,1,1,2,0.9182958340544896,3,3,168.0,0,3,0.0,0,514,369.63137554657135,77,2012-12-26 12:07:02+01:00
clean,clean,clean,clean,1,1,1,0.0,16,14,464.0,0,4,0.0,0,515,370.59130749914016,145,2012-12-26 13:21:05+01:00
clean,clean,clean,clean,1,1,1,0.0,0,2,1865.0,0,2,0.0,1,516,371.5024158620693,369,2012-12-26 16:04:51+01:00
clean,clean,clean,clean,1,1,2,0.9182958340544896,3,3,168.0,0,3,0.0,0,517,372.499919992146,78,2012-12-26 16:09:26+01:00
clean,clean,clean,clean,0,0,5,0.0,21,23,0.0,1,0,0.0,0,518,373.48866344374073,0,2012-12-26 16:30:02+01:00
clean,clean,clean,clean,0,0,4,0.0,19,21,0.0,0,0,0.0,0,519,374.4876307788557,0,2012-12-26 16:31:55+01:00
clean,clean,clean,clean,1,1,1,0.0,21,21,235.0,0,4,0.0,0,0,0.0,146,2013-01-09 21:58:36+04:00
clean,clean,clean,clean,1,1,1,0.0,18,3,101.0,0,2,0.0,0,0,0.0,3,2013-01-10 14:26:14+00:00
clean,clean,clean,clean,1,1,1,0.0,29,13,174.0,0,3,19.0,1,0,0.0,370,2013-01-11 10:16:26+11:00
clean,clean,clean,clean,1,1,1,0.0,6,0,538.0,0,4,0.0,1,1,1.0,371,2013-01-11 10:16:26+11:00
clean,clean,clean,clean,1,1,1,0.0,23,21,117.0,0,1,25.0,1,2,2.0,372,2013-01-11 10:16:26+11:00
clean,clean,clean,clean,1,1,1,0.0,14,0,544.0,0,4,0.0,1,3,3.0,373,2013-01-11 10:16:26+11:00
buggy,clean,clean,clean,1,1,1,0.0,5,2,36.0,0,1,25.0,1,4,4.0,374,2013-01-11 10:16:26+11:00
clean,clean,clean,clean,2,4,6,2.4344305081682203,59,2,516.3333333333334,0,6,11.666666666666666,3,5,4.998617359867133,430,2013-01-11 12:41:49+11:00
clean,clean,clean,clean,0,0,1,0.0,18,3,0.0,0,0,0.0,0,520,358.3053184953405,0,2013-01-18 11:51:26+01:00
clean,clean,clean,clean,1,1,1,0.0,1,1,256.0,1,6,0.0,0,0,0.0,148,2013-01-20 20:13:43+01:00
clean,clean,clean,clean,0,0,1,0.0,1,1,0.0,1,0,0.0,0,521,357.1942201031984,0,2013-01-21 01:44:25-08:00
clean,clean,clean,clean,1,1,1,0.0,2,2,256.0,0,7,0.0,0,1,0.9976129856969264,149,2013-01-21 17:11:20+01:00
clean,clean,clean,clean,0,0,1,0.0,2,2,0.0,0,0,0.0,0,522,356.48327084581064,0,2013-01-23 11:37:28-08:00
clean,clean,clean,clean,1,1,1,0.0,2,2,59.0,0,2,12.0,1,6,5.7935873139941565,376,2013-01-24 10:46:38+11:00
clean,clean,clean,clean,1,2,2,0.9182958340544896,5,1,342.0,0,4,12.5,2,7,6.793533784019536,377,2013-01-24 10:50:54+11:00
clean,clean,clean,clean,1,1,1,0.0,2,2,39.0,0,2,13.0,1,8,7.79350247889634,378,2013-01-24 10:53:04+11:00
buggy,buggy,buggy,buggy,1,1,4,1.87444445457964,20,5,516.25,0,2,35.0,4,523,356.23437404011867,379,2013-01-25 15:05:16+01:00
clean,clean,clean,clean,1,1,1,0.0,18,3,101.0,0,3,0.0,0,524,357.2327643638764,4,2013-01-25 15:08:33+01:00
clean,clean,clean,clean,1,1,1,0.0,1,1,256.0,1,7,0.0,0,525,358.23262491946457,150,2013-01-25 15:08:50+01:00
clean,clean,clean,clean,1,1,1,0.0,2,2,256.0,0,7,0.0,0,526,359.2323202499456,151,2013-01-25 15:09:27+01:00
clean,clean,clean,clean,0,0,1,0.0,21,21,0.0,1,0,0.0,0,527,360.2278318642984,0,2013-01-25 15:18:30+01:00
clean,clean,clean,clean,0,0,5,0.0,41,26,0.0,1,0,0.0,0,528,361.2266702178296,0,2013-01-25 15:20:50+01:00
clean,clean,clean,clean,0,0,7,0.0,62,32,0.0,1,0,0.0,0,529,362.05116589623134,0,2013-01-25 21:12:12+01:00
clean,clean,clean,clean,1,1,1,0.0,1,1,931.0,1,2,33.0,1,530,363.03528067814057,380,2013-01-25 21:43:54+01:00
clean,clean,clean,clean,0,0,1,0.0,1,1,0.0,1,0,0.0,0,531,364.0348112213331,0,2013-01-25 21:44:50+01:00
clean,clean,clean,clean,1,1,1,0.0,0,17,256.0,0,7,0.0,0,532,364.5618455172044,152,2013-01-26 13:22:54+01:00
clean,clean,clean,clean,0,0,1,0.0,0,17,0.0,1,0,0.0,0,533,365.5598407904287,0,2013-01-26 13:26:52+01:00
clean,clean,clean,clean,1,1,1,0.0,6,2,116.0,0,3,0.0,0,534,366.381028782518,5,2013-01-26 19:19:32+01:00
clean,clean,clean,clean,1,1,1,0.0,9,5,1043.0,1,2,1.0,1,535,367.2473100076375,381,2013-01-26 23:42:31+01:00
buggy,buggy,buggy,buggy,2,3,4,1.6898206908051856,158,45,362.25,0,7,19.5,2,536,367.8790019364256,442,2013-01-27 11:45:13+01:00
buggy,buggy,buggy,clean,1,2,2,0.1959092708736049,47,19,1000.0,1,3,28.5,2,537,368.8565881574112,383,2013-01-27 12:29:05+01:00
clean,clean,clean,clean,0,0,2,0.0,47,19,0.0,1,0,0.0,0,538,369.856194994473,0,2013-01-27 12:29:51+01:00
clean,clean,clean,clean,0,0,4,0.0,48,37,0.0,1,0,0.0,0,539,370.85610920729016,0,2013-01-27 12:30:01+01:00
clean,clean,clean,clean,2,2,2,0.8944518845341283,29,16,973.0,0,3,0.0,1,540,371.8284116726684,444,2013-01-27 13:23:38+01:00
clean,clean,clean,clean,1,1,1,0.0,3,2,1054.0,1,2,0.0,1,541,372.82827342049126,385,2013-01-27 13:23:54+01:00
clean,clean,clean,clean,0,0,23,0.0,879,274,0.0,0,0,0.0,0,542,373.81144097169744,0,2013-01-27 13:56:15+01:00
clean,clean,clean,clean,1,1,2,0.9182958340544896,3,3,168.0,0,3,0.0,0,543,374.7816171558817,79,2013-01-27 14:53:22+01:00
clean,clean,clean,clean,1,1,2,0.6665783579949205,3,20,191.5,0,4,0.0,0,544,375.56732127246727,52,2013-01-27 21:42:34+01:00
buggy,buggy,buggy,clean,0,0,3,0.0,8,21,0.0,1,0,0.0,0,545,376.5666646762011,0,2013-01-27 21:43:49+01:00
clean,clean,clean,clean,1,1,1,0.0,0,4,271.0,1,2,0.0,0,546,377.5664010870865,47,2013-01-27 21:44:19+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,4,5,1891.0,0,3,1.0,1,547,377.8635226538574,386,2013-01-28 19:55:27+01:00
clean,clean,clean,clean,0,0,1,0.0,4,5,0.0,1,0,0.0,0,548,378.8616539384443,0,2013-01-28 19:58:59+01:00
clean,clean,clean,clean,1,1,1,0.0,1,1,1894.0,1,3,0.0,1,549,379.8588319724487,387,2013-01-28 20:04:18+01:00
clean,clean,clean,clean,2,2,2,0.9182958340544896,2,1,74.0,0,2,0.0,0,550,380.3554289930647,203,2013-01-29 11:50:41+01:00
clean,clean,clean,clean,1,1,2,0.9182958340544896,3,3,168.0,0,3,0.0,0,551,381.316358959138,83,2013-01-29 13:03:59+01:00
clean,buggy,clean,clean,1,1,1,0.0,28,20,1444.0,1,2,5.0,1,552,380.8100571802047,388,2013-01-31 12:12:09+01:00
clean,clean,clean,clean,1,1,1,0.0,1,0,1452.0,1,2,0.0,1,553,381.8077063489245,389,2013-01-31 12:16:34+01:00
buggy,buggy,buggy,clean,0,0,3,0.0,34,21,0.0,1,0,0.0,0,554,382.679624323956,0,2013-01-31 16:16:26+01:00
clean,clean,clean,clean,1,1,1,0.0,0,4,271.0,1,2,0.0,0,555,383.6784101123596,49,2013-01-31 16:18:42+01:00
clean,clean,clean,clean,2,5,6,2.0885246076552484,62,20,431.3333333333333,0,7,23.0,4,556,384.6366806405288,451,2013-01-31 17:36:20+01:00
buggy,buggy,buggy,buggy,2,5,5,1.5858183028517605,127,23,535.25,0,7,16.333333333333332,3,557,384.2145129175661,452,2013-02-02 13:43:32+01:00
clean,clean,clean,clean,0,0,36,0.0,1158,429,0.0,0,0,0.0,0,9,8.51886780245402,0,2013-02-05 11:50:51+11:00
clean,clean,clean,clean,1,1,1,0.0,2,2,1993.0,1,3,2.0,1,10,9.518601041105548,392,2013-02-05 12:06:19+11:00
clean,clean,clean,clean,1,1,1,0.0,3,1,637.0,0,4,12.0,1,11,10.517921274094848,393,2013-02-05 12:41:49+11:00
clean,clean,clean,clean,1,1,1,0.0,1,1,1993.0,1,3,0.0,1,12,11.511337884400843,394,2013-02-05 17:54:45+11:00
clean,clean,clean,clean,1,1,1,0.0,22,2,1448.0,1,2,2.0,1,13,12.506902464380582,395,2013-02-05 21:08:16+11:00
clean,clean,clean,clean,1,1,1,0.0,4,1,94.0,0,1,0.0,0,14,13.50631479875161,158,2013-02-05 21:31:57+11:00
clean,clean,clean,clean,1,1,1,0.0,5,8,239.0,0,7,0.0,0,558,379.70501671335205,159,2013-02-09 19:22:00+01:00
clean,clean,clean,clean,1,1,1,0.0,5,8,239.0,0,7,0.0,0,559,380.7040498057712,160,2013-02-09 19:23:51+01:00
clean,clean,clean,clean,2,4,5,1.547410642756041,95,19,606.4,0,7,7.5,2,560,379.0731410340492,460,2013-02-13 07:36:31+01:00
clean,clean,clean,clean,2,2,2,1.0,2,2,860.0,0,4,9.0,1,561,379.1436568854899,436,2013-02-14 13:32:54+01:00
clean,clean,clean,clean,0,0,1,0.0,5,8,0.0,0,0,0.0,0,15,14.138336605999802,0,2013-02-15 17:05:00+11:00
clean,clean,clean,clean,1,1,1,0.0,5,0,1453.0,1,3,0.0,1,562,379.5608727070946,398,2013-02-15 08:19:52+01:00
clean,clean,clean,clean,1,1,1,0.0,2,2,1890.0,1,3,3.0,1,563,379.6139408618616,399,2013-02-16 14:52:08+01:00
clean,clean,clean,clean,1,1,1,0.0,4,1,94.0,0,2,0.0,0,564,380.61354423444976,162,2013-02-16 14:52:54+01:00
clean,clean,clean,clean,0,0,2,0.0,6,3,0.0,1,0,0.0,0,565,381.6122807497662,0,2013-02-16 14:55:20+01:00
buggy,buggy,buggy,buggy,2,5,6,1.9981274334749235,91,28,765.1666666666666,0,7,16.25,4,566,382.5862863811979,465,2013-02-16 15:45:13+01:00
clean,clean,clean,clean,0,0,7,0.0,93,30,0.0,0,0,0.0,0,567,383.5703801378934,0,2013-02-16 16:15:38+01:00
clean,clean,clean,clean,0,0,5,0.0,96,21,0.0,0,0,0.0,0,568,384.396877978591,0,2013-02-16 21:46:23+01:00
clean,clean,clean,clean,2,2,2,1.0,4,0,112.0,0,4,0.0,1,569,385.3822759057415,466,2013-02-16 22:14:08+01:00
clean,clean,clean,clean,0,0,14,0.0,196,67,0.0,0,0,0.0,0,16,15.061989286626218,0,2013-02-17 15:58:02+11:00
clean,clean,clean,clean,1,1,1,0.0,1,1,659.0,1,4,0.0,1,17,16.060511355486927,402,2013-02-17 16:49:10+11:00
clean,clean,clean,clean,2,3,3,1.1092800210442264,30,4,259.0,0,4,12.0,2,18,17.05999336068662,468,2013-02-17 17:05:59+11:00
clean,clean,clean,clean,2,5,9,1.4466879383318323,117,144,766.2222222222222,0,5,32.625,8,570,386.0315380268125,469,2013-02-17 09:18:57+01:00
clean,clean,clean,clean,1,1,1,0.0,3,3,237.0,1,1,22.0,1,571,387.0166924168185,405,2013-02-17 09:47:01+01:00
buggy,buggy,buggy,clean,1,2,3,1.4256803282685724,42,20,718.6666666666666,1,3,20.666666666666668,3,572,387.6914392799176,406,2013-02-17 20:00:18+01:00
clean,clean,clean,clean,1,1,2,0.9182958340544896,3,3,168.0,0,3,0.0,0,573,388.68342736979696,86,2013-02-17 20:15:22+01:00
clean,clean,clean,clean,1,2,2,0.999995468946328,399,0,0.0,0,7,0.0,0,574,388.5589928695584,167,2013-02-19 07:28:55+01:00
buggy,buggy,buggy,clean,0,0,6,0.0,84,24,0.0,1,0,0.0,0,575,389.54552674361423,0,2013-02-19 07:54:13+01:00
clean,clean,clean,clean,1,1,1,0.0,0,4,271.0,1,2,0.0,0,576,389.7838006778736,52,2013-02-20 07:43:16+01:00
clean,clean,clean,clean,2,2,2,0.5435644431995964,27,21,204.875,0,3,2.0,1,577,390.766220935032,473,2013-02-20 08:16:12+01:00
clean,clean,clean,clean,1,1,1,0.0,5,3,133.0,0,1,0.0,0,578,388.6900469809633,169,2013-02-24 08:47:18+01:00
buggy,buggy,buggy,buggy,2,2,3,0.4358067293040711,125,32,748.3333333333334,0,4,34.0,2,579,389.6221372657476,475,2013-02-24 10:55:47+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,7,4,2127.0,0,3,1.0,1,580,389.1952922409135,409,2013-02-26 07:56:40+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,7,2,1890.0,0,3,0.0,1,581,390.1916041396787,410,2013-02-26 08:03:39+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,38,28,1116.0,0,2,9.0,1,582,390.4324045754026,411,2013-02-27 07:59:00+01:00
buggy,buggy,buggy,buggy,1,2,6,2.0122448253335725,503,315,175.5,0,2,3.333333333333333,1,583,383.84065876382,412,2013-03-09 11:52:19+01:00
clean,clean,clean,clean,1,2,2,0.4394969869215134,5,6,416.0,0,2,39.5,2,584,384.8328304566421,413,2013-03-09 12:07:40+01:00
buggy,buggy,buggy,buggy,3,3,4,1.6894221718146032,72,1,68.5,0,3,0.0,0,585,385.75106770158607,222,2013-03-09 14:47:26+01:00
buggy,buggy,buggy,buggy,1,1,2,0.9787820414512374,253,162,393.0,0,2,0.0,1,586,386.7508366039135,414,2013-03-09 14:47:53+01:00
buggy,buggy,buggy,buggy,1,1,5,1.2224786828783327,52,58,243.6,1,2,0.0,2,587,387.7305031323351,415,2013-03-09 15:27:20+01:00
buggy,buggy,buggy,clean,2,3,6,2.287208460114274,63,73,199.0,0,2,14.0,4,588,388.0358978912634,429,2013-03-10 13:52:39+01:00
clean,clean,clean,clean,1,1,1,0.0,40,0,97.0,0,3,0.0,0,589,388.93705535880287,172,2013-03-10 17:03:48+01:00
buggy,buggy,buggy,buggy,1,2,5,1.243842806726643,183,77,857.4,0,4,27.6,5,590,389.9369256446535,417,2013-03-10 17:04:03+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,54,24,2183.0,0,3,0.0,1,591,390.8680161302712,418,2013-03-10 19:16:24+01:00
buggy,buggy,buggy,buggy,2,2,4,0.9262685671832358,202,27,592.75,0,4,4.666666666666667,2,592,391.4039730948494,460,2013-03-11 10:05:42+01:00
buggy,buggy,buggy,clean,1,1,5,1.890385386527572,149,116,231.8,0,2,19.2,4,593,390.96665981231865,420,2013-03-13 08:04:24+01:00
buggy,buggy,buggy,clean,2,2,2,0.3227569588973982,8,9,227.0,0,2,4.0,1,594,390.49105535271553,463,2013-03-15 07:28:42+01:00
clean,clean,clean,clean,1,1,1,0.0,31,0,40.0,0,1,3.0,1,595,391.472204595851,422,2013-03-15 08:05:03+01:00
clean,clean,clean,clean,1,1,1,0.0,11,5,2341.0,0,3,4.0,1,596,392.1810084462813,423,2013-03-15 17:24:59+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,30,9,1483.0,0,3,7.0,1,597,391.08116229141126,424,2013-03-18 12:54:12+01:00
clean,clean,clean,clean,0,0,4,0.0,81,32,0.0,1,0,0.0,0,598,392.0768150466519,0,2013-03-18 13:02:36+01:00
clean,clean,clean,clean,0,0,2,0.0,36,9,0.0,0,0,0.0,0,599,393.0761571087115,0,2013-03-18 13:03:52+01:00
clean,clean,clean,clean,0,0,1,0.0,38,28,0.0,1,0,0.0,0,600,394.0337781309961,0,2013-03-18 14:25:10+01:00
clean,clean,clean,clean,0,0,1,0.0,34,22,0.0,1,0,0.0,0,601,395.03090105095765,0,2013-03-18 14:30:40+01:00
clean,clean,clean,clean,0,0,1,0.0,34,22,0.0,0,0,0.0,0,602,396.028993546247,0,2013-03-18 14:34:18+01:00
clean,clean,clean,clean,0,0,5,0.0,115,54,0.0,0,0,0.0,0,603,397.009358730024,0,2013-03-18 15:11:34+01:00
clean,clean,clean,clean,1,1,1,0.0,10,4,286.0,1,2,0.0,0,604,397.9460782896012,55,2013-03-18 17:11:16+01:00
buggy,buggy,buggy,buggy,1,2,8,2.3574887572918217,96,43,173.0,0,2,37.25,8,605,398.9458042127781,425,2013-03-18 17:11:47+01:00
clean,clean,clean,clean,1,1,1,0.0,2,8,182.0,1,1,0.0,1,606,399.9354143449801,426,2013-03-18 17:31:18+01:00
clean,clean,clean,clean,1,1,1,0.0,2,18,244.0,0,1,0.0,1,607,400.9352896874884,427,2013-03-18 17:31:32+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,2,25,109.0,0,1,0.0,1,608,401.93125967873857,428,2013-03-18 17:39:03+01:00
buggy,buggy,buggy,clean,1,2,2,0.9456603046006402,5,6,879.5,0,3,0.0,2,609,402.93105343021296,429,2013-03-18 17:39:26+01:00
buggy,buggy,buggy,buggy,2,5,5,1.934294865827213,90,17,136.4,0,1,14.5,4,610,403.8089849233814,499,2013-03-18 21:25:35+01:00
clean,clean,clean,clean,1,1,1,0.0,23,51,244.0,1,1,1.0,1,611,403.2578525825585,431,2013-03-20 21:21:52+01:00
buggy,buggy,buggy,buggy,1,1,1,0.0,90,61,2353.0,0,3,8.0,1,612,402.0530675501785,432,2013-03-23 17:56:26+01:00
clean,clean,clean,clean,1,1,1,0.0,9,1,2382.0,0,3,0.0,1,613,403.0454669566936,433,2013-03-23 18:10:39+01:00
clean,clean,clean,clean,2,2,2,0.6252624052234231,29,3,242.5,0,7,3.0,1,614,403.40430642132526,503,2013-03-24 14:07:43+01:00
clean,clean,clean,clean,2,2,2,0.7642045065086203,3,6,1329.5,1,7,1.0,1,615,403.6901695446445,504,2013-03-25 12:21:04+01:00
clean,clean,clean,clean,1,1,1,0.0,4,2,2385.0,0,3,0.0,1,616,404.6860296730714,436,2013-03-25 12:28:47+01:00
clean,clean,clean,clean,1,1,1,0.0,8,8,332.0,0,4,0.0,0,617,405.68566177962566,176,2013-03-25 12:29:28+01:00
clean,clean,clean,clean,0,0,1,0.0,8,8,0.0,1,0,0.0,0,618,406.6854726807674,0,2013-03-25 12:29:49+01:00
clean,clean,clean,clean,0,0,17,0.0,650,88,0.0,0,0,0.0,0,619,407.6853642438445,0,2013-03-25 12:30:01+01:00
clean,clean,clean,clean,0,0,18,0.0,658,96,0.0,0,0,0.0,0,620,408.6833964724515,0,2013-03-25 12:33:38+01:00
clean,clean,clean,clean,0,0,20,0.0,772,149,0.0,0,0,0.0,0,621,409.6169708068678,0,2013-03-25 14:35:19+01:00
clean,clean,clean,clean,3,6,13,1.9475162322203416,83,207,207.3846153846154,0,7,44.0,8,622,410.6029593830666,515,2013-03-25 15:00:54+01:00
clean,clean,clean,clean,2,3,3,0.744866173833546,35,2,215.0,0,7,0.0,0,623,411.57816664138375,508,2013-03-25 15:46:01+01:00
clean,clean,clean,clean,0,0,21,0.0,1567,1118,0.0,0,0,0.0,0,624,412.5643271881085,0,2013-03-25 16:11:07+01:00
clean,clean,clean,clean,1,1,1,0.0,3,24,241.0,0,1,0.0,1,625,413.5627319746893,439,2013-03-25 16:14:00+01:00
buggy,buggy,buggy,buggy,1,2,2,0.7950402793845223,24,1,329.5,0,2,3.0,2,626,414.5484928091121,440,2013-03-25 16:39:39+01:00
clean,clean,clean,clean,1,1,1,0.0,1,1,97.0,1,1,7.0,1,627,415.0506758472272,441,2013-03-26 07:34:31+01:00
clean,clean,clean,clean,1,1,1,0.0,1,0,931.0,1,2,0.0,1,628,416.0453518518469,442,2013-03-26 07:44:04+01:00
clean,clean,clean,clean,0,0,1,0.0,1,1,0.0,1,0,0.0,0,629,417.04443819770177,0,2013-03-26 07:45:42+01:00
clean,clean,clean,clean,1,1,1,0.0,1,3,167.0,1,1,12.0,1,630,417.2022271440684,443,2013-03-27 08:49:27+01:00
clean,clean,clean,clean,1,1,1,0.0,1,0,1504.0,0,3,8.0,1,631,418.2014794499552,444,2013-03-27 08:50:47+01:00
clean,clean,clean,clean,0,0,1,0.0,1,0,0.0,1,0,0.0,0,632,418.435940691537,0,2013-03-28 07:33:59+01:00
clean,clean,clean,clean,1,1,1,0.0,3,1,1895.0,0,3,3.0,1,633,418.6360935616637,445,2013-03-29 07:19:08+01:00
buggy,buggy,buggy,buggy,3,3,6,2.108283940705185,369,27,336.3333333333333,0,4,5.2,2,634,416.94799548943246,489,2013-04-01 16:35:11+02:00
buggy,buggy,buggy,buggy,2,2,2,0.7892712724536985,60,33,182.0,0,1,0.0,1,635,417.429653609649,448,2013-04-02 08:08:17+02:00
clean,clean,clean,clean,1,1,1,0.0,8,0,2387.0,0,3,4.0,1,636,417.64944616712256,448,2013-04-03 07:32:38+02:00
clean,clean,clean,clean,1,1,2,0.977895682231035,58,5,149.0,0,1,2.0,2,637,417.7854037918765,3,2013-04-04 09:29:05+02:00
buggy,buggy,clean,clean,1,1,2,0.8894663896628687,45,43,175.5,0,1,0.0,2,638,418.4219679396968,4,2013-04-04 20:23:34+02:00
clean,clean,clean,clean,0,0,7,0.0,450,49,0.0,0,0,0.0,0,639,419.3662325936588,0,2013-04-04 22:03:42+02:00
clean,clean,clean,clean,1,1,1,0.0,1,1,627.0,0,2,10.0,1,640,419.5558551752428,449,2013-04-05 22:17:51+02:00
clean,clean,clean,clean,1,1,1,0.0,3,1,99.0,0,3,0.0,0,641,420.5505445462682,7,2013-04-05 22:27:22+02:00
clean,clean,clean,clean,0,0,1,0.0,6,0,0.0,0,0,0.0,0,642,421.5493966938533,0,2013-04-05 22:29:25+02:00
buggy,buggy,buggy,buggy,1,1,1,0.0,8,9,31.0,1,1,27.0,1,643,422.1076185699198,5,2013-04-06 11:36:37+02:00
clean,clean,clean,clean,1,1,1,0.0,10,23,302.0,1,2,110.0,1,644,423.0286436329237,450,2013-04-06 13:57:03+02:00
clean,clean,clean,clean,1,1,1,0.0,1,1,1505.0,1,3,5.0,1,645,423.933051515233,451,2013-04-06 16:46:32+02:00
clean,clean,clean,clean,1,1,1,0.0,5,1,1126.0,0,2,38.0,1,646,424.8850502304575,452,2013-04-06 18:11:23+02:00
clean,clean,clean,clean,1,1,1,0.0,5,0,257.0,1,1,108.0,1,647,425.8700295424624,453,2013-04-06 18:37:51+02:00
clean,clean,clean,clean,1,1,1,0.0,2,2,69.0,0,2,0.0,0,648,426.862617814176,68,2013-04-06 18:50:52+02:00
buggy,buggy,buggy,clean,1,1,1,0.0,2,2,13.0,0,1,0.0,0,649,427.8624559473333,5,2013-04-06 18:51:09+02:00
clean,clean,clean,clean,1,1,2,1.0,2,2,184.5,0,3,0.0,0,650,428.14863543178825,94,2013-04-07 15:38:42+02:00
clean,clean,clean,clean,0,0,6,0.0,24,28,0.0,1,0,0.0,0,651,429.0924448987168,0,2013-04-07 17:16:46+02:00
clean,buggy,buggy,buggy,1,1,1,0.0,138,70,2397.0,0,3,6.0,1,652,428.7280510918191,454,2013-04-09 08:58:30+02:00
buggy,buggy,buggy,buggy,1,2,3,0.8166890883150209,50,22,1427.0,0,4,3.333333333333333,3,653,429.2823575155088,455,2013-04-09 21:57:26+02:00
buggy,buggy,buggy,buggy,1,1,1,0.0,57,57,2483.0,0,3,0.0,1,654,429.9610978379008,456,2013-04-10 07:18:06+02:00
clean,clean,clean,clean,2,2,3,0.6143694458867568,4,32,919.0,0,3,0.0,1,655,430.95837883327545,527,2013-04-10 07:22:50+02:00
clean,clean,clean,clean,1,1,1,0.0,1,2,93.0,1,1,52.0,1,656,431.5286106940308,458,2013-04-10 19:49:19+02:00
buggy,buggy,buggy,buggy,1,2,2,0.5916727785823275,21,14,2000.0,1,4,0.0,2,657,432.5285433757025,459,2013-04-10 19:49:26+02:00
clean,clean,clean,clean,1,1,1,0.0,3,3,1130.0,0,2,4.0,1,658,433.4724637453352,460,2013-04-10 21:26:19+02:00
clean,clean,clean,clean,0,0,1,0.0,3,3,0.0,1,0,0.0,0,659,434.471999218432,0,2013-04-10 21:27:07+02:00
clean,clean,clean,clean,1,1,1,0.0,12,7,252.0,1,1,1.0,1,660,435.4361069411796,461,2013-04-10 22:28:44+02:00
clean,clean,clean,clean,1,1,1,0.0,11,4,147.0,0,1,53.0,1,661,436.4292797767575,462,2013-04-10 22:40:25+02:00
